name,type,sido,sgg,addr,tel
포항동해승마장,승마,경상북도,포항시,경상북도 포항시 남구 동해면 약전로115번길 11,0542844105
포항레슬링 팀헐크,기타종목,경상북도,포항시,경상북도 포항시 남구 오천읍 정몽주로 695,
포항무술학교,기타종목,경상북도,포항시,경상북도 포항시 남구 오천읍 중원로 71-32,
포항스파이더클럽,기타종목,경상북도,포항시,경상북도 포항시 남구 오천읍 남원로 28,0542760513
포항승마클럽,승마,경상북도,포항시,경상북도 포항시 북구 흥해읍 삼흥로501번길 24-31,0542491333
포항시시설관리공단(장량국민체육센터),수영,경상북도,포항시,경상북도 포항시 북구 장량로 56,0542809593
포항실내수영장,수영,경상북도,포항시,경상북도 포항시 남구 희망대로 810,0542809530
포항오천실내수영장,수영,경상북도,포항시,경상북도 포항시 남구 오천읍 원동로 109,0547278400
포항원스텝 FC 축구교실,축구(풋살),경상북도,포항시,경상북도 포항시 남구 효성로63번길 10,
포항원스텝FC축구교실,축구(풋살),경상북도,포항시,경상북도 포항시 남구 효성로63번길 10,
포항유소년축구클럽,"축구, 축구(풋살)",경상북도,포항시,경상북도 포항시 북구 법원로 53,050713995425
포항진성유도관,유도,경상북도,포항시,경상북도 포항시 남구 연일읍 철강로41번길 22,
포항청마복싱다이어트클럽,복싱,경상북도,포항시,경상북도 포항시 북구 삼호로 475,0542525221
포항탁구회관,탁구,경상북도,포항시,경상북도 포항시 북구 삼흥로32번길 5,0542535685
포항프라임복싱클럽,복싱,경상북도,포항시,경상북도 포항시 북구 새천년대로1020번길 3,
포핸디 테니스 아카데미,테니스,경기도,화성시,경기도 화성시 효행로 1177,0312242246
폭스무에타이,복싱,충청북도,청주시,충청북도 청주시 서원구 1순환로 1109,0432883286
폭스바디무용학원,발레,경기도,가평군,경기도 가평군 가평읍 향교로27번길 11,
폭스짐 판테온짐,헬스,광주광역시,서구,광주광역시 서구 송풍로17번길 19,
폰토스휘트니스클럽,기타종목,부산광역시,동래구,부산광역시 동래구 충렬대로 420,0515253342
폴라리스유소년축구센터,축구(풋살),광주광역시,북구,광주광역시 북구 첨단연신로91번길 32-6,0625733639
폴라리스폴댄스,기타종목,경기도,고양시,경기도 고양시 일산서구 산현로17번길 9,
폴라짐천안쌍용동pt헬스장,헬스,충청남도,천안시,충청남도 천안시 서북구 미라7길 26,0415764284
폴럽스튜디오,무용(발레 등),부산광역시,중구,부산광역시 중구 대청로126번길 4,
폴레이스 폴댄스,댄스,서울특별시,강서구,서울특별시 강서구 마곡서로 133,
폴릭폴스튜디오 ,무용(발레 등),제주특별자치도,서귀포시,제주특별자치도 서귀포시 신서귀로 45,
폴링인점핑,기타종목,서울특별시,송파구,서울특별시 송파구 오금로 512,
폴바디핏,기타종목,경기도,화성시,경기도 화성시 수노을중앙로 126,
폴아라 폴댄스,기타종목,경기도,군포시,경기도 군포시 산본로323번길 13,0313481881
폴인기구필라테스&웨이트,필라테스,경상남도,창원시,경상남도 창원시 의창구 도계로 99,
폴인기구필라테스PT 화명점,필라테스,부산광역시,북구,부산광역시 북구 금곡대로 302,
폴인기구필라테스PT기장점,필라테스,부산광역시,기장군,부산광역시 기장군 기장읍 차성로 340,
폴인기구필라테스PT양산점,필라테스,경상남도,양산시,경상남도 양산시 양산역4길 11,
폴인필라테스,필라테스,강원특별자치도,태백시,강원도 태백시 대학길 68,
폴케이아카데미,댄스,경기도,파주시,경기도 파주시 경의로 1074,0319018878
퐁당퐁당어린이전용수영장,수영,전라남도,순천시,전라남도 순천시 구암1길 8,0617431313
퐈이야점핑,기타종목,충청남도,보령시,충청남도 보령시 지장골길 119,0419341706
표미영탁구클럽,탁구,경기도,의정부시,경기도 의정부시 청사로47번길 7-10,0318531173
표박사크로스핏,헬스,부산광역시,금정구,부산광역시 금정구 금강로403번길 1,
표선주짓수,주짓수,제주특별자치도,서귀포시,제주특별자치도 서귀포시 표선면 표선중앙로 96,
표선체육관,태권도,제주특별자치도,서귀포시,제주 서귀포시 표선면 표선리,
표선하타요가,요가,제주특별자치도,서귀포시,제주특별자치도 서귀포시 표선면 표선중앙로80번길 2,
표선황우체육관,태권도,제주특별자치도,서귀포시,제주 서귀포시 표선면 표선리 555,0647875757
푸르른태권도장,태권도,경기도,평택시,경기도 평택시 동부공원로 36,
푸르매태권도장,태권도,세종특별자치시,세종시,세종특별자치시 조치원읍 산막길 17,
푸르미르 익스트림 태권도장,태권도,충청북도,영동군,충청북도 영동군 영동읍 영산로 7,0437435663
푸르미르 태권도장,태권도,경기도,광주시,경기도 광주시 오포안로 270,
푸르미르 태권도장,태권도,경상남도,진주시,경상남도 진주시 초북로 56-8,0559207331
푸르미르 태권도장,태권도,충청남도,아산시,충청남도 아산시 신창면 천우물로 23,
푸르미르 태권도장 당진점,태권도,충청남도,당진시,충청남도 당진시 밤절로 42-47,023566178
푸르미르청룡태권도장,태권도,경기도,화성시,경기도 화성시 수노을1로 148,0313552250
푸르미르태권도,태권도,경기도,안산시,경기도 안산시 상록구 초당로 28,
푸르미르태권도,태권도,경상북도,포항시,경상북도 포항시 남구 동해면 연오로15번길 12-55,0542729422
푸르미르태권도,태권도,대구광역시,중구,대구광역시 중구 서성로 99,0532530253
푸르미르태권도교육관,태권도,경상남도,양산시,경상남도 양산시 북정서길 23,
푸르샤 요가원,요가,경기도,용인시,경기도 용인시 기흥구 한보라1로10번길 6-3,03180057751
푸르온태권도장,태권도,경상북도,경주시,경상북도 경주시 건천읍 경주역세권3로 7,
푸르지오 태권도장,태권도,경상북도,구미시,경상북도 구미시 고아읍 들성로 121,
푸르지오태권도장,태권도,대전광역시,유성구,대전광역시 유성구 유성대로751번길 20,0428253118
푸른경희대태권도,태권도,경기도,화성시,경기도 화성시 10용사로 349-3,03180037775
푸른경희태권도장,태권도,서울특별시,마포구,서울특별시 마포구 마포대로7길 12,027046333
푸른나래태권도,태권도,경상남도,거제시,경상남도 거제시 중곡로 40,
푸른나무태권도,태권도,대구광역시,북구,대구광역시 북구 동천로 156,
푸른나무태권도,태권도,서울특별시,광진구,서울특별시 광진구 뚝섬로56가길 10,
푸른대솔 경희대태권도장,태권도,경기도,시흥시,경기도 시흥시 은계중앙로 115,
푸른마을차오름태권도장,태권도,경기도,화성시,경기도 화성시 10용사로 349-5,
푸른별바둑학원,기타종목,경기도,화성시,경기도 화성시 동탄감배산로 143,050713678214
푸른별빛 태권도장,태권도,경기도,고양시,경기도 고양시 덕양구 신원3로 20,
푸른솔 태권도,태권도,경기도,양주시,경기도 양주시 부흥로 2021-7,
푸른솔 태권도장,태권도,서울특별시,송파구,서울특별시 송파구 마천로57길 8,0221380757
푸른솔한진태권도교육관,태권도,경상남도,창원시,경남 창원시 마산합포구 대성동1가,
푸른숲헬스타임,헬스,서울특별시,영등포구,서울특별시 영등포구 가마산로79길 46,028315117
푸른아동발달센터,기타종목,경상남도,함안군,경상남도 함안군 칠서면 함의로 70,0555861700
푸른요가,요가,경기도,평택시,경기도 평택시 정암로54번길 74,
푸른태권도장,태권도,전라남도,순천시,전라남도 순천시 연동남2길 23,
푸른태권도체육관,태권도,충청남도,홍성군,충청남도 홍성군 홍성읍 홍장북로 435,
푸른파도 태권도장,태권도,대구광역시,달서구,대구광역시 달서구 상인서로 65,
푸른하늘태권도장,태권도,경기도,수원시,경기도 수원시 장안구 상률로12번길 70-13,
푸른합기도MMA,합기도,경기도,부천시,경기도 부천시 연동로 166,
푸른휘트니스,헬스,강원특별자치도,춘천시,강원도 춘천시 국사봉길 130,07088070987
푸름태권도장,태권도,대구광역시,북구,대구광역시 북구 동북로 345,0539595523
푸름태권스쿨,태권도,경상북도,구미시,경상북도 구미시 상모로10길 48,
푹빠짐스피닝,기타종목,전라남도,고흥군,전라남도 고흥군 고흥읍 여산당촌길 43,
풀림필라테스,필라테스,광주광역시,남구,광주광역시 남구 용대로183번안길 5-1,
풀스테이션,당구,대전광역시,서구,대전광역시 서구 한밭대로707번길 15,
풀차일드키즈스윔,수영,경기도,이천시,경기도 이천시 이섭대천로 1330,03180119001
풀핏 구남,헬스,부산광역시,북구,부산광역시 북구 백양대로 1028,050713769869
품 태권도장,태권도,경기도,시흥시,경기도 시흥시 배곧1로 27-16,
품 태권도장,태권도,전라남도,광양시,전라남도 광양시 광장로 103,0617918229
품다태권도장,태권도,서울특별시,송파구,서울특별시 송파구 중대로20길 16,024006777
품애태권도장,태권도,경기도,평택시,경기도 평택시 고덕국제6로 49,
품태권도,태권도,경기도,양주시,경기도 양주시 독바위로 79-21,0318570880
품태권도,태권도,인천광역시,계양구,인천광역시 계양구 주부토로 364,0325476680
품태권도,태권도,충청남도,천안시,충청남도 천안시 서북구 성성9로 7,
품태권도거북섬점,태권도,경기도,시흥시,경기도 시흥시 거북섬남로 47,
품태권도신탄진점,태권도,대전광역시,대덕구,대전광역시 대덕구 대덕대로 1587,0423313011
품태권도장,태권도,강원특별자치도,동해시,강원도 동해시 지리골길 31,
품태권도장,태권도,경상남도,김해시,경상남도 김해시 진영읍 본산로 23-16,
품태권도장,태권도,경상남도,창원시,경상남도 창원시 진해구 웅천동로43번길 19,
품태권도장,태권도,대전광역시,서구,대전광역시 서구 구봉로 121,0425435363
품태권도장,태권도,대전광역시,유성구,대전광역시 유성구 지족북로 78,
품태권도장,태권도,인천광역시,계양구,인천광역시 계양구 계산로 173,
품태권도장,태권도,제주특별자치도,제주시,제주특별자치도 제주시 인다10길 27,0647020255
품태권도장,태권도,충청남도,당진시,충청남도 당진시 송악읍 반촌로 70-16,0413531471
품태권도장 성주점,태권도,경상남도,창원시,경상남도 창원시 성산구 삼정자로 81,
품태권도장 창원반림점,태권도,경상남도,창원시,경남 창원시 반림동,
품태권도장(와동점),태권도,경기도,안산시,경기도 안산시 단원구 화정로 59,
품태권스쿨,태권도,서울특별시,강서구,서울특별시 강서구 공항대로59길 41,
풋볼매니저,축구(풋살),전북특별자치도,전주시,전북특별자치도 전주시 덕진구 솔내로 180,0635471278
풋볼아이축구교실대야점,축구(풋살),경기도,시흥시,경기도 시흥시 비둘기공원5길 7,0313129206
풋볼아카데미,축구,경기도,고양시,경기도 고양시 덕양구 고양대로 1840,
풋볼아카데미,축구(풋살),경상북도,경산시,경상북도 경산시 압량읍 압독2로2길 38,
풋볼팬타지움,축구,서울특별시,마포구,서울특별시 마포구 월드컵로 240,
풋볼프라이 아카데미,축구(풋살),경기도,부천시,경기도 부천시 소사구 양지로 88,
풋살파크cms,축구,경상남도,거제시,경상남도 거제시 용소1길 35-10,
풍기체육관,태권도,경상북도,영주시,경북 영주시 풍기읍,
풍납체육관,태권도,서울특별시,송파구,서울특별시 송파구 풍성로 42,024722230
풍덕천점 슈퍼키즈태권도장,태권도,경기도,용인시,경기도 용인시 수지구 포은대로313번길 7-14,
풍동나라찬태권도장,태권도,경기도,고양시,경기도 고양시 일산동구 숲속마을로 49-28,07082871757
풍동점프클럽,기타종목,경기도,고양시,경기도 고양시 일산동구 숲속마을1로 71,
풍림태권도장,태권도,인천광역시,서구,인천광역시 서구 신진말로 26,0325837984
풍무검도관,검도,경기도,고양시,경기도 고양시 일산동구 일산로 46,0319042086
풍무아동청소년발달센터 ,기타종목,경기도,김포시,경기도 김포시 풍무로 76,03180490877
풍산체육관,복싱,서울특별시,용산구,서울특별시 용산구 한강대로 303,
풍산특공무술,기타종목,경기도,고양시,경기도 고양시 일산동구 숲속마을로 20,
풍생태권도장,태권도,부산광역시,강서구,부산광역시 강서구 명지오션시티4로 74,0512021120
풍암 무예스쿨 ,검도,광주광역시,서구,광주광역시 서구 풍암신흥로 31,
풍암국민체육센터 풍암동,종합체육시설,광주광역시,서구,광주광역시 서구 풍암공원로 20,0626546058
풍암태권도체육관,태권도,광주광역시,서구,광주광역시서구금호동,
풍향태권도,태권도,광주광역시,북구,광주광역시 북구 군왕로18번길 2,0622650555
풍호일등태권도장,태권도,경상남도,창원시,경상남도 창원시 진해구 동진로 177,0555511090
풍호하늘찬태권도,태권도,경상남도,창원시,경상남도 창원시 진해구 충장로 575-3,
퓨어필라테스ems 배곧점,필라테스,경기도,시흥시,경기도 시흥시 배곧3로 86,0314345430
프뉴마발레학원,발레,서울특별시,성북구,서울특별시 성북구 종암로21길 25,
프뉴마킥복싱YS,복싱,부산광역시,영도구,부산광역시 영도구 영선대로 47,0514136775
프뉴마킥복싱태권도,태권도,부산광역시,남구,부산광역시 남구 고동골로 6,0516366624
프라나요가원,요가,부산광역시,서구,부산광역시 서구 구덕로 338,0512445053
프라나요가필라테스,요가,경상남도,통영시,경상남도 통영시 동문로 65,
프라비라운지 피트니스,헬스,서울특별시,동대문구,서울특별시 동대문구 이문로 19,
프라우드짐,헬스,전라남도,광양시,전라남도 광양시 옥곡면 광영의암2로 2,0617617611
프라이드오브식스,기타종목,경기도,용인시,경기도 용인시 수지구 성복2로 38,03151744416
프라이드오브주짓수POJ,주짓수,경상남도,사천시,경상남도 사천시 사천읍 진삼로 1429,0558324292
프라이드오브주짓수선인2관,주짓수,경상남도,사천시,경상남도 사천시 사천읍 읍내로 120,
프라이드짐,기타종목,서울특별시,강서구,서울특별시 강서구 양천로 709,0236617778
프라이드필라테스 ,필라테스,서울특별시,영등포구,서울특별시 영등포구 여의대방로 95,028329682
프라이빗,헬스,강원특별자치도,횡성군,강원특별자치도 횡성군 횡성읍 앞들서3로 3,0333450013
프라이빗골프아카데미,골프,서울특별시,송파구,서울특별시 송파구 송파대로49길 64,0222029910
프라이빗제이필라테스,필라테스,대구광역시,달성군,대구광역시 달성군 다사읍 세천로6길 1,
프라임,종합체육시설,대전광역시,유성구,대전광역시 유성구 테크노중앙로 14,0428259591
프라임 스포츠클럽,축구(풋살),전북특별자치도,전주시,전라북도 전주시 덕진구 초당길 52,0632557959
프라임 스포츠클럽 익산,농구,전북특별자치도,익산시,전북특별자치도 익산시 고봉로 228,
프라임 유도아카데미,유도,경상남도,양산시,경상남도 양산시 동면 금오13길 16,
프라임VIP휘트니스,헬스,경기도,파주시,경기도 파주시 한울로 59,0319439633
프라임베이스볼,야구,대구광역시,달서구,대구광역시 달서구 당산로 83,
프라임복싱클럽 ,복싱,경기도,수원시,경기도 수원시 장안구 수성로261번길 6,0312487989
프라임유도아카데미,유도,경상남도,양산시,경상남도 양산시 동면 금오13길 16,
프라임짐 헬스 PT,헬스,경기도,부천시,경기도 부천시 원미구 부일로 202-13,
프라임타임,농구,경기도,수원시,경기도 수원시 영통구 신원로211번길 36,07075373905
프라임피트니스,헬스,세종특별자치시,세종시,세종특별자치시 마음로 272-22,
프라임핏 위시티점,필라테스,경기도,고양시,경기도 고양시 일산동구 위시티2로11번길 14-22,0319622306
프라임핏위시티점,종합체육시설,경기도,고양시,경기도 고양시 일산동구 위시티2로11번길 14-22,0319690213
프레야요가필라테스,요가,경상북도,포항시,경상북도 포항시 남구 연일읍 동문로40번길 3,0542863733
프레야필라테스,필라테스,부산광역시,동래구,부산광역시 동래구 금강로 7,
프레이즈유소년FC,축구(풋살),경기도,고양시,경기도 고양시 덕양구 백양로 51,0319718063
프레이즈축구클럽,축구(풋살),경기도,고양시,경기도 고양시 덕양구 백양로 51,
프레임주짓수,주짓수,경기도,양주시,경기도 양주시 백석읍 양주산성로574번길 17,
프레토휘트니스,헬스,서울특별시,동작구,서울특별시 동작구 보라매로 113,028153888
프렌드탁구,탁구,전북특별자치도,익산시,전라북도 익산시 고현로 82,0638373330
프렌즈 아카데미 원흥역점,골프,경기도,고양시,경기도 고양시 덕양구 권율대로 690,0319639633
프렌즈 특공무술 ,기타종목,서울특별시,중랑구,서울특별시 중랑구 신내로 50-3,
프렌즈골프클럽 ,골프,전북특별자치도,익산시,전북특별자치도 익산시 오산면 선화2로 1-20,0638561010
프렌즈농구교실,농구,경상남도,창원시,경상남도 창원시 성산구 용지로153번길 10,
프렌즈스크린세마역점,골프,경기도,오산시,경기도 오산시 세마역로41번길 58,023754148
프렌즈아카데미 동탄그란비아스타,골프,경기도,화성시,경기도 화성시 동탄대로 446,03180887979
프렌즈아카데미 무수천점,골프,제주특별자치도,제주시,제주특별자치도 제주시 애월읍 평화로 2849,0647121123
프렌즈아쿠아키즈풀,수영,대전광역시,서구,대전광역시 서구 도안남로 116,0425452792
프렌즈주니어스포츠클럽 (스포츠프렌즈),기타종목,경기도,용인시,경기도 용인시 기흥구 흥덕중앙로 41,0312117942
프렌즈탁구클럽,탁구,대전광역시,대덕구,대전광역시 대덕구 동춘당로 83,0426353959
프렌즈풋볼클럽,축구(풋살),경상남도,거제시,경상남도 거제시 아주로9길 7,0556814503
프로 피지컬 스포츠,기타종목,서울특별시,동대문구,서울특별시 동대문구 사가정로 93,029532211
프로골프아카데미,골프,경기도,김포시,경기도 김포시 김포한강11로 141,0319971753
프로골프존,골프,전라남도,해남군,전라남도 해남군 해남읍 신안길 2-4,0615328800
프로밀리,헬스,대구광역시,수성구,대구광역시 수성구 달구벌대로 3300-1,0537918880
프로베이스볼아카데미,야구,서울특별시,강동구,서울특별시 강동구 천호대로 1238,
프로보노사회서비스지원센터,기타종목,경기도,파주시,경기도 파주시 가나무로 143,07042589820
프로애슬래틱클럽,헬스,대구광역시,달서구,대구광역시 달서구 와룡로 130,0535669696
프로예종발레,발레,경기도,하남시,경기도 하남시 미사강변대로226번길 9,0317956311
프로젝트유도관,유도,서울특별시,송파구,서울특별시 송파구 송파대로 396,
프로체육관,합기도,대전광역시,대덕구,대전광역시 대덕구 동춘당로94번길 11-27,0426233452
프로키즈스포츠,축구(풋살),울산광역시,북구,울산광역시 북구 강동산하4로 21,
프로키즈스포츠퍼스트원FC,축구(풋살),울산광역시,북구,울산광역시 북구 강동산하4로 21,
프로테니스 아카데미,테니스,충청북도,청주시,충청북도 청주시 청원구 율량로 198,
프로특공무술,기타종목,대전광역시,대덕구,대전광역시 대덕구 동춘당로94번길 11-27,0426233452
프로틴샵,기타종목,경상남도,양산시,경상남도 양산시 대운로 195,
프로틴업점핑업,기타종목,전북특별자치도,전주시,전라북도 전주시 완산구 중화산로 111,0632210202
프로틴하우스,헬스,경기도,화성시,경기도 화성시 남양읍 남양로 671,
프로팀스타 복싱,복싱,경기도,안양시,경기도 안양시 동안구 관악대로 324,
프로풋살,축구(풋살),제주특별자치도,서귀포시,제주특별자치도 서귀포시 안덕면 일주서로 1975-19,
프로핏 pt 스튜디오,헬스,서울특별시,성북구,서울특별시 성북구 돌곶이로 225,
프롬유필라테스,필라테스,강원특별자치도,원주시,강원특별자치도 원주시 양지로 66-1,
프롬필라테스앤번지,필라테스,제주특별자치도,제주시,제주특별자치도 제주시 승천로 72,0647598200
프르미에발레,발레,경기도,용인시,경기도 용인시 기흥구 신구로64번길 12,
프리 스포츠,헬스,충청남도,홍성군,충청남도 홍성군 홍성읍 남장중로 54-13,
프리덤휘트니스,헬스,전북특별자치도,익산시,전북특별자치도 익산시 무왕로 1036,0638338980
프리라움수영장,수영,경상남도,거제시,경상남도 거제시 국산2길 6-2,
프리라움스포츠,축구(풋살),경상남도,거제시,경상남도 거제시 수양로 456-7,
프리라움스포츠수양로,축구(풋살),경상남도,거제시,경상남도 거제시 수양로 456-7,
프리마발레아카데미학원 ,발레,대전광역시,대덕구,대전광역시 대덕구 송촌로 2,
프리마발레하우스악원,발레,인천광역시,서구,인천광역시 서구 원당대로 841,0325679950
프리무브 댄스스튜디오,댄스(줌바 등),서울특별시,송파구,서울특별시 송파구 송파대로37길 4-29,050713731424
프리미어 축구 ·심리운동센터,축구(풋살),서울특별시,구로구,서울특별시 구로구 공원로 40,
프리미어FC,축구(풋살),경기도,고양시,경기도 고양시 일산서구 일산로 555,029941879
프리미어스포츠 송정태권도,태권도,울산광역시,북구,울산광역시 북구 박상진11로 1,0529888080
프리미어아레나승마클럽,승마,강원특별자치도,원주시,강원도 원주시 문막읍 탑전길 50,0337341141
프리미어에프씨축구교실,축구,경상남도,양산시,경상남도 양산시 물금읍 부산대학로 150,
프리미엄 댄스학원,댄스,경상북도,경주시,경상북도 경주시 중앙로29번길 4,07075358363
프리미엄 태권마루 태권도장 새솔동점,태권도,경기도,화성시,경기도 화성시 노들길 6-16,
프리미엄인성태권도장,태권도,전라남도,광양시,전라남도 광양시 사동로 188,0617938284
프리월 클라이밍 교육센터,클라이밍,경기도,평택시,경기도 평택시 세교8길 30,0316520382
프리윌아동청소년발달센터,기타종목,서울특별시,송파구,서울특별시 송파구 새말로 167,
프리즘댄스스튜디오 홍대점,댄스,서울특별시,마포구,서울특별시 마포구 와우산로17길 19-24,0269280286
프리즘댄스파주운정학원,댄스(줌바 등),경기도,파주시,경기도 파주시 청암로17번길 23,0319470286
프리즘주짓수킥복싱,주짓수,경상남도,양산시,경상남도 양산시 물금읍 물금1길 12,0553658184
프리즘주짓수킥복싱,기타종목,부산광역시,동래구,부산광역시 동래구 사직북로 53,0515058184
프리핏다이어트,기타종목,전라남도,고흥군,전라남도 고흥군 도양읍 녹동남촌3길 8-1,
플라스틱댄스스튜디오학원,댄스(줌바 등),경상남도,거제시,경상남도 거제시 해명로 22-2,0557360080
플라이복싱다이어트짐,복싱,경기도,군포시,경기도 군포시 고산로151번길 17,0314276665
플라이아트요가&번지피지오,요가,서울특별시,은평구,서울특별시 은평구 연서로 225,
플라이유도센터,유도,제주특별자치도,서귀포시,제주특별자치도 서귀포시 성산읍 일주동로4098번길 23,0647821029
플라이유도센터,유도,제주특별자치도,서귀포시,제주특별자치도 서귀포시 표선면 표선관정로 100,
플라이키즈&피닉스,축구,경기도,오산시,경기도 오산시 경기대로 108,
플라이풋볼아카데미,축구(풋살),부산광역시,남구,부산광역시 남구 신선로 437,
플라이필라테스스튜디오(FlyPILATESSTUDIO),필라테스,경상남도,창원시,경상남도 창원시 마산합포구 현동5길 21-13,
플라잉&서핑요가by cosery 의정부점,요가,경기도,의정부시,경기도 의정부시 시민로 125,
플라잉&핫요가 by cosery 가산점,요가,서울특별시,금천구,서울특별시 금천구 가산디지털1로 168,
플라잉S핫요가협회,요가,경상북도,경주시,경상북도 경주시 강변로 368,050714230169
플라잉몬스터즈Flying Monsterz,기타종목,경기도,수원시,경기도 수원시 영통구 반달로 90,
플라잉몬스터즈아카데미,기타종목,경기도,성남시,경기도 성남시 분당구 정자일로 100,
플라잉비,"요가, 종합체육시설",경기도,고양시,경기도 고양시 덕양구 꽃마을로 4,
플라잉스토리,요가,경기도,파주시,경기도 파주시 심학산로 415,
플라잉요가테스,요가,경기도,용인시,경기도 용인시 처인구 중부대로 1327,
플라잉유소년스포츠,축구(풋살),대전광역시,서구,대전광역시 서구 관저동로 170,
플라잉치타플레이짐,기타종목,경상남도,진주시,경상남도 진주시 에나로128번길 18,05562231384
플라잉타이거태권도장,태권도,경기도,오산시,경기도 오산시 여들동로 25,0313772079
플래그쉽휘트니스,헬스,전북특별자치도,전주시,전라북도 전주시 완산구 쑥고개로 351,0632220020
플래시농구아카데미,농구,대구광역시,동구,대구광역시 동구 금강로 115-26,
플랜 웰니스,헬스,서울특별시,강동구,서울특별시 강동구 암사길 49,0269537017
플랜A휘트니스,스쿼시,인천광역시,부평구,인천광역시 부평구 부영로189번길 51,0325116060
플랜볼링,볼링,인천광역시,검단구,인천광역시 서구 완정로 172,0325689728
플랜비 PT,필라테스,부산광역시,북구,부산광역시 북구 금곡대로306번길 14,0513637113
플랜비 텍폴점,배드민턴,대구광역시,달성군,대구광역시 달성군 유가읍 테크노중앙대로1길 60-25,05316440657
플랜비주짓수,주짓수,서울특별시,구로구,서울특별시 구로구 경서로 11,0226138845
플랜티 휘트니스,헬스,제주특별자치도,서귀포시,제주특별자치도 서귀포시 중정로 123,
플러그 구리센터,기타종목,경기도,구리시,경기도 구리시 건원대로 44,
플러그광주(PLUG),기타종목,광주광역시,광산구,광주광역시 광산구 신창로131번길 15,0627193773
플러스 농구교실,농구,전라남도,해남군,전라남도 해남군 해남읍 북부순환로 211-14,
플러스 실내 골프연습장  플러스 폭스짐,헬스,광주광역시,북구,광주광역시 북구 비엔날레로 108,0625117044
플러스 짐,헬스,전라남도,진도군,전라남도 진도군 진도읍 남산로 106,
플러스짐 24시 헬스 PT 검단점,헬스,인천광역시,서구,인천광역시 서구 검단로 455,
플러스파인,필라테스,서울특별시,서대문구,서울특별시 서대문구 신촌역로 17,
플러스핏앤다이어트 ,기타종목,광주광역시,광산구,광주광역시 광산구 장덕로95번길 16,
플러스휘트니스,헬스,경상남도,창원시,경상남도 창원시 의창구 북면 감계로110번길 54-31,0552928003
플러스휘트니스,헬스,부산광역시,사하구,부산광역시 사하구 다대낙조2길 3,0512628808
플러즈스포츠,축구,경기도,양평군,경기도 양평군 용문면 용문역길 7-5,
플럼 이스튜디오,필라테스,부산광역시,연제구,부산광역시 연제구 신금로 25,
플레이더게임,기타종목,경기도,파주시,경기도 파주시 조리읍 통일로 152,
플레이스 풋볼,축구,경기도,용인시,경기도 용인시 처인구 모현읍 곡현로480번길 12,
플레이스85헬스장,헬스,광주광역시,광산구,광주광역시 광산구 송도로 160,0629449192
플레이스85휘트니스 수완점,헬스,광주광역시,광산구,광주광역시 광산구 장신로 85,
플레이스포츠센터,축구(풋살),전라남도,여수시,전라남도 여수시 학동2길 22,
플레이앤점프 아동발달센터,기타종목,울산광역시,남구,울산광역시 남구 대학로 146,0522775849
플레이어스 스포츠클럽,롤러인라인,경기도,하남시,경기도 하남시 감일백제로83번길 20,024747260
플레이어스 키즈스포츠클럽,축구,경기도,하남시,경기도 하남시 감일백제로83번길 20,
플레이존스포츠,종합체육시설,서울특별시,강남구,서울특별시 강남구 압구정로 106,
플레이짐,헬스,대전광역시,중구,대전광역시 중구 평촌로 111,0425317774
플레이짐 PT 현풍점,헬스,대구광역시,달성군,대구광역시 달성군 현풍읍 테크노상업로 34,0536110617
플레이짐 특공무술,기타종목,경기도,성남시,경기도 성남시 수정구 수정로 287,
플레이짐 현풍점,헬스,대구광역시,달성군,대구광역시 달성군 현풍읍 테크노상업로 34,0536110617
플레이짐특공무술,기타종목,경기도,성남시,경기도 성남시 중원구 원터로105번길 11-1,
플레이키즈,기타종목,경상북도,경주시,경상북도 경주시 용황로11길 8,
플레이테니스아카데미,테니스,경기도,화성시,경기도 화성시 동탄순환대로 127-9,
플레이테니스아카데미 더시그니처,테니스,인천광역시,서구,인천광역시 서구 이음대로 384,
플레인짐,헬스,경기도,평택시,경기도 평택시 만세로 1845-2,0316476734
플레임짐,기타종목,인천광역시,부평구,인천광역시 부평구 마장로 362,0325061208
플레잉풋볼아카데미,축구,경기도,화성시,경기도 화성시 남양읍 남양로 829,
플레타짐,헬스,경기도,남양주시,경기도 남양주시 화도읍 비룡로 113,0315112050
플렉스 복싱 PT,복싱,서울특별시,광진구,서울특별시 광진구 뚝섬로 631,
플렉스복싱,복싱,서울특별시,성동구,서울특별시 성동구 상원10길 7-1,
플렉스복싱,복싱,인천광역시,연수구,인천광역시 연수구 해돋이로84번길 29,
플렉스볼링클럽,볼링,경상남도,통영시,경상남도 통영시 광도면 죽림4로 14,0556411255
플렉스짐,헬스,광주광역시,광산구,광주광역시 광산구 월계로 191,
플렉스짐,헬스,전라남도,목포시,전라남도 목포시 고하대로 702,0612780997
플렉스짐,헬스,전라남도,목포시,전라남도 목포시 산정로 287,0612770997
플로라 필라테스,필라테스,경상남도,창원시,경상남도 창원시 마산합포구 현동8길 21-3,
플로라무용학원,발레,경기도,고양시,경기도 고양시 일산동구 경의로 315,0319022227
플로리다 휘트니스,헬스,서울특별시,강북구,서울 강북구 미아동,
플로어엑스아크로바틱교대점,기타종목,서울특별시,서초구,서울특별시 서초구 서초대로52길 38,0260133760
플로우풋볼아카데미,"축구, 축구(풋살)",충청북도,청주시,충청북도 청주시 청원구 상리로 20,
플로우필라테스 명일1호점,필라테스,서울특별시,강동구,서울특별시 강동구 구천면로 418,024420715
